Name,Lev,Tm,VH,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS
A.J. Pierzynski,MLB-NL,Atlanta,0,Washington,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Kevin Pillar,MLB-AL,Toronto,1,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trevor Plouffe,MLB-AL,Minnesota,1,Baltimore,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Buster Posey,MLB-NL,San Francisco,1,Milwaukee,1,5,4,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0
Yasiel Puig,MLB-NL,Los Angeles,1,San Diego,1,5,3,3,2,0,1,0,1,1,0,1,1,0,0,0,0,0
Albert Pujols,MLB-AL,Los Angeles,0,Chicago,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryan Raburn,MLB-NL,Colorado,1,Arizona,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexei Ramirez,MLB-NL,San Diego,0,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Wilson Ramos,MLB-NL,Washington,1,Atlanta,1,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Josh Reddick,MLB-AL,Oakland,0,Chicago,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Anthony Rendon,MLB-NL,Washington,1,Atlanta,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ben Revere,MLB-NL,Washington,1,Atlanta,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mark Reynolds,MLB-NL,Colorado,1,Arizona,1,5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Joey Rickard,MLB-AL,Baltimore,0,Minnesota,1,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Anthony Rizzo,MLB-NL,Chicago,1,Los Angeles,1,5,3,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0
Jimmy Rollins,MLB-AL,Chicago,1,Oakland,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Adam Rosales,MLB-NL,San Diego,0,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Rosario,MLB-AL,Minnesota,1,Baltimore,1,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Tyson Ross,MLB-NL,San Diego,0,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Darin Ruf,MLB-NL,Philadelphia,1,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Carlos Ruiz,MLB-NL,Philadelphia,1,Cincinnati,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Addison Russell,MLB-NL,Chicago,1,Los Angeles,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Miguel Sano,MLB-AL,Minnesota,1,Baltimore,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Domingo Santana,MLB-NL,Milwaukee,0,San Francisco,1,5,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Michael Saunders,MLB-AL,Toronto,1,Tampa Bay,1,4,4,1,2,1,0,1,2,0,0,2,0,0,0,0,0,0
Scott Schebler,MLB-NL,Cincinnati,0,Philadelphia,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Max Scherzer,MLB-NL,Washington,1,Atlanta,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Jonathan Schoop,MLB-AL,Baltimore,0,Minnesota,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Kyle Schwarber,MLB-NL,Chicago,1,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Corey Seager,MLB-NL,Los Angeles,1,San Diego,1,6,5,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0
Kyle Seager,MLB-AL,Seattle,1,Texas,1,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0
Jean Segura,MLB-NL,Arizona,0,Colorado,1,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Semien,MLB-AL,Oakland,0,Chicago,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrelton Simmons,MLB-AL,Los Angeles,0,Chicago,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Justin Smoak,MLB-AL,Toronto,1,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yangervis Solarte,MLB-NL,San Diego,0,Los Angeles,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Jorge Soler,MLB-NL,Chicago,1,Los Angeles,1,5,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Steven Souza Jr.,MLB-AL,Tampa Bay,0,Toronto,1,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Denard Span,MLB-NL,San Francisco,1,Milwaukee,1,5,4,2,2,0,0,1,5,0,0,0,0,0,1,0,0,0
Cory Spangenberg,MLB-NL,San Diego,0,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trevor Story,MLB-NL,Colorado,1,Arizona,1,6,6,2,2,0,0,2,4,0,0,2,0,0,0,0,0,0
Eugenio Suarez,MLB-NL,Cincinnati,0,Philadelphia,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Kurt Suzuki,MLB-AL,Minnesota,1,Baltimore,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Matt Szczur,MLB-NL,Chicago,1,Los Angeles,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
Michael A. Taylor,MLB-NL,Washington,1,Atlanta,1,3,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Julio Teheran,MLB-NL,Atlanta,0,Washington,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Josh Thole,MLB-AL,Toronto,1,Tampa Bay,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Trayce Thompson,MLB-NL,Los Angeles,1,San Diego,1,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Yasmany Tomas,MLB-NL,Arizona,0,Colorado,1,4,4,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0
Mike Trout,MLB-AL,Los Angeles,0,Chicago,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Mark Trumbo,MLB-AL,Baltimore,0,Minnesota,1,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
Troy Tulowitzki,MLB-AL,Toronto,1,Tampa Bay,1,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Justin Turner,MLB-NL,Los Angeles,1,San Diego,1,5,5,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0
Melvin Upton Jr.,MLB-NL,San Diego,0,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chase Utley,MLB-NL,Los Angeles,1,San Diego,1,6,5,1,3,1,0,0,2,0,0,0,1,0,0,0,0,0
Danny Valencia,MLB-AL,Oakland,0,Chicago,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Scott Van Slyke,MLB-NL,Los Angeles,1,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonathan Villar,MLB-NL,Milwaukee,0,San Francisco,1,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
Stephen Vogt,MLB-AL,Oakland,0,Chicago,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Joey Votto,MLB-NL,Cincinnati,0,Philadelphia,1,4,4,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0
Colin Walsh,MLB-NL,Milwaukee,0,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickie Weeks,MLB-NL,Arizona,0,Colorado,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jayson Werth,MLB-NL,Washington,1,Atlanta,1,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Matt Wieters,MLB-AL,Baltimore,0,Minnesota,1,5,5,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
Ryan Zimmerman,MLB-NL,Washington,1,Atlanta,1,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ben Zobrist,MLB-NL,Chicago,1,Los Angeles,1,5,5,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0
Jose Abreu,MLB-AL,Chicago,1,Oakland,1,5,5,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
Cristhian Adames,MLB-NL,Colorado,1,Arizona,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Adams,MLB-NL,St. Louis,1,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nick Ahmed,MLB-NL,Arizona,0,Colorado,1,4,3,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0
Yonder Alonso,MLB-AL,Oakland,0,Chicago,1,4,4,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0
Jose Altuve,MLB-AL,Houston,1,New York,1,5,4,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Elvis Andrus,MLB-AL,Texas,0,Seattle,1,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1
Nori Aoki,MLB-AL,Seattle,1,Texas,1,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Nolan Arenado,MLB-NL,Colorado,1,Arizona,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Avila,MLB-AL,Chicago,1,Oakland,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Aviles,MLB-AL,Detroit,1,Miami,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Austin Barnes,MLB-NL,Los Angeles,1,San Diego,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jose Bautista,MLB-AL,Toronto,1,Tampa Bay,1,5,2,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0
Brandon Belt,MLB-NL,San Francisco,1,Milwaukee,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Carlos Beltran,MLB-AL,New York,0,Houston,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Adrian Beltre,MLB-AL,Texas,0,Seattle,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Bettis,MLB-NL,Colorado,1,Arizona,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mookie Betts,MLB-AL,Boston,1,Cleveland,1,5,5,1,2,0,0,1,2,0,0,1,0,0,0,1,0,0
Charlie Blackmon,MLB-NL,Colorado,1,Arizona,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Gregor Blanco,MLB-NL,San Francisco,1,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jabari Blash,MLB-NL,San Diego,0,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xander Bogaerts,MLB-AL,Boston,1,Cleveland,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Justin Bour,MLB-NL,Miami,0,Detroit,1,5,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Jackie Bradley Jr.,MLB-AL,Boston,1,Cleveland,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Ryan Braun,MLB-NL,Milwaukee,0,San Francisco,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Socrates Brito,MLB-NL,Arizona,0,Colorado,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Kris Bryant,MLB-NL,Chicago,1,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Billy Butler,MLB-AL,Oakland,0,Chicago,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marlon Byrd,MLB-AL,Cleveland,0,Boston,1,4,2,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
Asdrubal Cabrera,MLB-NL,New York,1,Kansas City,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Melky Cabrera,MLB-AL,Chicago,1,Oakland,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Miguel Cabrera,MLB-AL,Detroit,1,Miami,1,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lorenzo Cain,MLB-AL,Kansas City,0,New York,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0
Kole Calhoun,MLB-AL,Los Angeles,0,Chicago,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Robinson Cano,MLB-AL,Seattle,1,Texas,1,5,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Matt Carpenter,MLB-NL,St. Louis,1,Pittsburgh,1,5,3,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0
Chris Carter,MLB-NL,Milwaukee,0,San Francisco,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Nicholas Castellanos,MLB-AL,Detroit,1,Miami,1,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Welington Castillo,MLB-NL,Arizona,0,Colorado,1,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Castro,MLB-AL,Houston,1,New York,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Starlin Castro,MLB-AL,New York,0,Houston,1,3,3,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0
Francisco Cervelli,MLB-NL,Pittsburgh,0,St. Louis,1,5,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Yoenis Cespedes,MLB-NL,New York,1,Kansas City,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Wei-Yin Chen,MLB-NL,Miami,0,Detroit,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Robinson Chirinos,MLB-AL,Texas,0,Seattle,1,4,4,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0
Shin-Soo Choo,MLB-AL,Texas,0,Seattle,1,5,2,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0
Chris Coghlan,MLB-AL,Oakland,0,Chicago,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Michael Conforto,MLB-NL,New York,1,Kansas City,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hank Conger,MLB-AL,Tampa Bay,0,Toronto,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Carlos Correa,MLB-AL,Houston,1,New York,1,4,4,2,1,0,0,1,2,0,0,1,0,0,0,0,2,0
Collin Cowgill,MLB-AL,Cleveland,0,Boston,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Brandon Crawford,MLB-NL,San Francisco,1,Milwaukee,1,4,4,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0
Carl Crawford,MLB-NL,Los Angeles,1,San Diego,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Coco Crisp,MLB-AL,Oakland,0,Chicago,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
C.J. Cron,MLB-AL,Los Angeles,0,Chicago,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nelson Cruz,MLB-AL,Seattle,1,Texas,1,5,3,3,2,1,0,1,1,1,0,0,1,0,0,0,0,0
Johnny Cueto,MLB-NL,San Francisco,1,Milwaukee,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis d'Arnaud,MLB-NL,New York,1,Kansas City,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Khris Davis,MLB-AL,Oakland,0,Chicago,1,4,3,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0
Rajai Davis,MLB-AL,Cleveland,0,Boston,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Alejandro De Aza,MLB-NL,New York,1,Kansas City,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delino DeShields,MLB-AL,Texas,0,Seattle,1,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Ian Desmond,MLB-AL,Texas,0,Seattle,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Aledmys Diaz,MLB-NL,St. Louis,1,Pittsburgh,1,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Corey Dickerson,MLB-AL,Tampa Bay,0,Toronto,1,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Derek Dietrich,MLB-NL,Miami,0,Detroit,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Josh Donaldson,MLB-AL,Toronto,1,Tampa Bay,1,5,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Brandon Drury,MLB-NL,Arizona,0,Colorado,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lucas Duda,MLB-NL,New York,1,Kansas City,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Duffy,MLB-NL,San Francisco,1,Milwaukee,1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Adam Eaton,MLB-AL,Chicago,1,Oakland,1,5,5,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0
Jacoby Ellsbury,MLB-AL,New York,0,Houston,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Edwin Encarnacion,MLB-AL,Toronto,1,Tampa Bay,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcides Escobar,MLB-AL,Kansas City,0,New York,1,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Yunel Escobar,MLB-AL,Los Angeles,0,Chicago,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prince Fielder,MLB-AL,Texas,0,Seattle,1,5,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Ramon Flores,MLB-NL,Milwaukee,0,San Francisco,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Logan Forsythe,MLB-AL,Tampa Bay,0,Toronto,1,4,4,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0
Dexter Fowler,MLB-NL,Chicago,1,Los Angeles,1,4,4,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0
Todd Frazier,MLB-AL,Chicago,1,Oakland,1,5,5,1,2,0,0,1,3,0,0,1,0,0,0,0,0,0
David Freese,MLB-NL,Pittsburgh,0,St. Louis,1,5,5,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0
Rey Fuentes,MLB-AL,Kansas City,0,New York,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Avisail Garcia,MLB-AL,Chicago,1,Oakland,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Garcia,MLB-NL,St. Louis,1,Pittsburgh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Gardner,MLB-AL,New York,0,Houston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scooter Gennett,MLB-NL,Milwaukee,0,San Francisco,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Gentry,MLB-AL,Los Angeles,0,Chicago,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Johnny Giavotella,MLB-AL,Los Angeles,0,Chicago,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Goins,MLB-AL,Toronto,1,Tampa Bay,1,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Paul Goldschmidt,MLB-NL,Arizona,0,Colorado,1,5,4,1,2,0,1,1,4,1,0,2,0,0,0,0,0,0
Yan Gomes,MLB-AL,Cleveland,0,Boston,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Carlos Gomez,MLB-AL,Houston,1,New York,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Adrian Gonzalez,MLB-NL,Los Angeles,1,San Diego,1,4,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Carlos Gonzalez,MLB-NL,Colorado,1,Arizona,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Marwin Gonzalez,MLB-AL,Houston,1,New York,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Alex Gordon,MLB-AL,Kansas City,0,New York,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Dee Gordon,MLB-NL,Miami,0,Detroit,1,6,6,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0
Anthony Gose,MLB-AL,Detroit,1,Miami,1,5,4,3,2,0,0,1,1,1,0,1,0,0,0,0,0,0
Phil Gosselin,MLB-NL,Arizona,0,Colorado,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Granderson,MLB-NL,New York,1,Kansas City,1,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Didi Gregorius,MLB-AL,New York,0,Houston,1,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Randal Grichuk,MLB-NL,St. Louis,1,Pittsburgh,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Franklin Gutierrez,MLB-AL,Seattle,1,Texas,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Brandon Guyer,MLB-AL,Tampa Bay,0,Toronto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jedd Gyorko,MLB-NL,St. Louis,1,Pittsburgh,1,5,5,1,2,0,0,1,2,0,0,2,0,0,0,0,0,0
Josh Harrison,MLB-NL,Pittsburgh,0,St. Louis,1,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Jeremy Hazelbaker,MLB-NL,St. Louis,1,Pittsburgh,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chase Headley,MLB-AL,New York,0,Houston,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adeiny Hechavarria,MLB-NL,Miami,0,Detroit,1,5,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Enrique Hernandez,MLB-NL,Los Angeles,1,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Heyward,MLB-NL,Chicago,1,Los Angeles,1,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Aaron Hicks,MLB-AL,New York,0,Houston,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Aaron Hill,MLB-NL,Milwaukee,0,San Francisco,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Holliday,MLB-NL,St. Louis,1,Pittsburgh,1,5,4,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
Brock Holt,MLB-AL,Boston,1,Cleveland,1,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Eric Hosmer,MLB-AL,Kansas City,0,New York,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Nick Hundley,MLB-NL,Colorado,1,Arizona,1,3,3,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0
Chris Iannetta,MLB-AL,Seattle,1,Texas,1,4,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Jose Iglesias,MLB-AL,Detroit,1,Miami,1,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Omar Infante,MLB-AL,Kansas City,0,New York,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Austin Jackson,MLB-AL,Chicago,1,Oakland,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Travis Jankowski,MLB-NL,San Diego,0,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Jaso,MLB-NL,Pittsburgh,0,St. Louis,1,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jon Jay,MLB-NL,San Diego,0,Los Angeles,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Desmond Jennings,MLB-AL,Tampa Bay,0,Toronto,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Johnson,MLB-NL,Miami,0,Detroit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Joyce,MLB-NL,Pittsburgh,0,St. Louis,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scott Kazmir,MLB-NL,Los Angeles,1,San Diego,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Kemp,MLB-NL,San Diego,0,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kevin Kiermaier,MLB-AL,Tampa Bay,0,Toronto,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ian Kinsler,MLB-AL,Detroit,1,Miami,1,6,6,2,3,0,0,1,4,0,0,0,0,0,0,0,0,1
Jason Kipnis,MLB-AL,Cleveland,0,Boston,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Juan Lagares,MLB-NL,New York,1,Kansas City,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Lamb,MLB-NL,Arizona,0,Colorado,1,5,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Brett Lawrie,MLB-AL,Chicago,1,Oakland,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Dae-ho Lee,MLB-AL,Seattle,1,Texas,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DJ LeMahieu,MLB-NL,Colorado,1,Arizona,1,3,3,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0
Francisco Lindor,MLB-AL,Cleveland,0,Boston,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Longoria,MLB-AL,Tampa Bay,0,Toronto,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jed Lowrie,MLB-AL,Oakland,0,Chicago,1,5,5,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0
Jonathan Lucroy,MLB-NL,Milwaukee,0,San Francisco,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ketel Marte,MLB-AL,Seattle,1,Texas,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starling Marte,MLB-NL,Pittsburgh,0,St. Louis,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Leonys Martin,MLB-AL,Seattle,1,Texas,1,4,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Russell Martin,MLB-AL,Toronto,1,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J.D. Martinez,MLB-AL,Detroit,1,Miami,1,5,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Victor Martinez,MLB-AL,Detroit,1,Miami,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Brian McCann,MLB-AL,New York,0,Houston,1,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
James McCann,MLB-AL,Detroit,1,Miami,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
